Churn,Children,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Age,Outage_sec_perweek,Email,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15492957746478875,0.5192440817716331,0.5454545454545455,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9154929577464789,0.4138026361632906,0.7272727272727273,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.07042253521126762,0.2450070264796413,0.5909090909090909,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8732394366197184,0.4403753114749628,0.6363636363636365,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.02816901408450706,0.6810707614515551,0.45454545454545453,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7183098591549296,0.5014037325016808,0.49999999999999994,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1971830985915493,0.6487911155049862,0.4090909090909091,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.49295774647887325,0.5828220302264688,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09859154929577468,0.48078083782671527,0.36363636363636365,1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7183098591549296,0.6993378228962558,0.6818181818181819,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.30000000000000004,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7464788732394366,0.31350048872193675,0.4090909090909091,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.30000000000000004,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.49295774647887325,0.3801737617502558,0.7727272727272728,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5352112676056339,0.6874003588564291,0.45454545454545453,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3380281690140845,0.5945954041192062,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.30000000000000004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2112676056338028,0.5651267432546265,0.5909090909090909,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4084507042253521,0.738159255924093,0.6818181818181819,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4225352112676056,0.5308291703065803,0.7727272727272728,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6338028169014085,0.48166429417946904,0.4090909090909091,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3098591549295775,0.3537340387186837,0.36363636363636365,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6901408450704226,0.488311501693561,0.5909090909090909,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5352112676056339,0.3338331434861282,0.5454545454545455,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08450704225352113,0.45992141798265174,0.4090909090909091,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8591549295774649,0.49804247953758635,0.49999999999999994,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.30000000000000004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6056338028169014,0.26935181309106787,0.6818181818181819,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.2816901408450705,0.4246424043795964,0.45454545454545453,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.4,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14084507042253525,0.7790927882426545,0.5454545454545455,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.30000000000000004,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.3661971830985916,0.21034340031823764,0.3181818181818182,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6619718309859155,0.3388112056596861,0.5909090909090909,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.30000000000000004,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.23943661971830987,0.41897684351380926,0.6363636363636365,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1830985915492958,0.5912166398299125,0.36363636363636365,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22535211267605637,0.5471337386448196,0.45454545454545453,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7042253521126761,0.2831466781241136,0.5454545454545455,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.619718309859155,0.5522718856087051,0.36363636363636365,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.47887323943661975,0.4298946023647786,0.5909090909090909,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1971830985915493,0.39104362502802364,0.45454545454545453,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4084507042253521,0.5043542278223674,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.676056338028169,0.5336254212774907,0.49999999999999994,0.0,0.0,0.0,0.0,1.0,0.0
